location_id,city,latitude,longitude,location_type,demand_units,priority,zone,time_window_open,time_window_close,city_tier
LOC_013803,Bhopal,23.439411,77.274452,customer,75,high,ZONE_01,08:00,12:00,2
LOC_010791,Lucknow,26.576523,81.40829,warehouse,0,medium,ZONE_01,10:00,15:00,1
LOC_009255,Surat,21.663697,72.904032,collection_point,94,low,ZONE_01,10:00,18:00,1
LOC_029430,Mangalore,12.781189,74.86295,customer,61,medium,ZONE_04,08:00,14:00,3
LOC_002944,Bengaluru,13.323935,77.545974,customer,95,medium,ZONE_02,09:00,17:00,1
LOC_016557,Ludhiana,31.179655,75.903343,collection_point,6,low,ZONE_02,06:00,14:00,2
LOC_007396,Ahmedabad,23.078544,72.336462,collection_point,127,medium,ZONE_02,08:00,17:00,1
LOC_026551,Bareilly,28.24479,79.60907,retail_store,38,medium,ZONE_05,07:00,11:00,3
LOC_018922,Meerut,28.977597,77.764242,customer,41,medium,ZONE_03,10:00,19:00,2
LOC_020499,Srinagar,34.148618,74.876405,customer,52,medium,ZONE_03,07:00,15:00,3
LOC_024184,Madurai,9.812489,78.085601,retail_store,60,low,ZONE_03,07:00,15:00,3
LOC_003403,Hyderabad,17.601893,78.698759,retail_store,132,low,ZONE_02,06:00,15:00,1
LOC_014085,Bhopal,23.209672,77.501556,collection_point,134,high,ZONE_01,09:00,16:00,2
LOC_026810,Mysore,12.166075,76.462355,retail_store,45,low,ZONE_03,11:00,15:00,3
LOC_024644,Kochi,9.949659,76.142843,customer,123,high,ZONE_02,06:00,11:00,3
LOC_011725,Nagpur,21.309866,79.082233,retail_store,98,medium,ZONE_05,06:00,14:00,1
LOC_017478,Nashik,20.365473,73.750053,customer,101,low,ZONE_01,08:00,16:00,2
LOC_001724,Delhi,28.982045,77.35028,warehouse,0,high,ZONE_01,07:00,12:00,1
LOC_012958,Indore,22.920006,75.592709,retail_store,35,medium,ZONE_01,07:00,13:00,2
LOC_012053,Visakhapatnam,17.628294,83.131092,customer,113,medium,ZONE_03,07:00,12:00,2
LOC_009993,Surat,21.293275,72.762092,retail_store,133,medium,ZONE_05,10:00,19:00,1
LOC_016766,Ludhiana,31.063538,76.09912,customer,104,low,ZONE_03,08:00,16:00,2
LOC_012661,Indore,22.705589,75.760882,customer,82,high,ZONE_03,08:00,13:00,2
LOC_004071,Chennai,12.756054,79.705371,distribution_center,93,low,ZONE_05,08:00,12:00,1
LOC_003579,Hyderabad,17.448338,78.419351,retail_store,109,high,ZONE_05,06:00,10:00,1
LOC_024683,Kochi,9.872127,76.622833,distribution_center,47,high,ZONE_05,07:00,16:00,3
LOC_015786,Ghaziabad,28.660542,77.241764,retail_store,116,high,ZONE_02,11:00,15:00,2
LOC_026719,Mysore,12.393267,76.622145,collection_point,85,medium,ZONE_03,08:00,17:00,3
LOC_002267,Bengaluru,13.016729,77.568786,customer,128,medium,ZONE_03,06:00,10:00,1
LOC_021966,Ranchi,23.410342,85.389262,customer,89,medium,ZONE_01,11:00,18:00,3
LOC_015984,Ghaziabad,28.696861,77.493075,collection_point,69,low,ZONE_03,10:00,17:00,2
LOC_028120,Bhubaneswar,20.240548,85.949542,retail_store,5,medium,ZONE_02,09:00,13:00,3
LOC_014362,Bhopal,23.436299,77.281015,customer,111,medium,ZONE_04,06:00,15:00,2
LOC_016420,Ludhiana,31.123053,75.844898,customer,12,high,ZONE_01,06:00,14:00,2
LOC_027959,Bhubaneswar,20.10901,85.887963,retail_store,58,low,ZONE_01,11:00,15:00,3
LOC_012695,Indore,22.92938,75.872963,customer,28,medium,ZONE_01,08:00,17:00,2
LOC_031159,Jammu,32.821924,74.808866,customer,22,low,ZONE_02,11:00,15:00,3
LOC_016732,Ludhiana,31.22018,75.830287,distribution_center,3,low,ZONE_01,06:00,12:00,2
LOC_024465,Raipur,21.093477,81.747824,customer,10,low,ZONE_03,07:00,14:00,3
LOC_028407,Noida,28.456293,77.042224,retail_store,34,low,ZONE_03,11:00,18:00,2
LOC_030959,Jammu,32.711576,74.836724,retail_store,28,medium,ZONE_05,08:00,16:00,3
LOC_003581,Hyderabad,17.4291,78.342872,customer,145,high,ZONE_01,06:00,15:00,1
LOC_009074,Surat,20.91416,72.703162,collection_point,18,low,ZONE_03,07:00,11:00,1
LOC_013988,Bhopal,23.274127,77.266833,customer,10,medium,ZONE_04,07:00,13:00,2
LOC_031110,Jammu,32.757389,74.877989,customer,69,high,ZONE_02,10:00,16:00,3
LOC_003223,Hyderabad,16.811345,78.694138,customer,1,medium,ZONE_04,06:00,10:00,1
LOC_027253,Aligarh,27.823935,78.029497,customer,101,medium,ZONE_02,11:00,18:00,3
LOC_021844,Allahabad,25.297864,81.747116,distribution_center,8,medium,ZONE_05,07:00,14:00,3
LOC_020249,Varanasi,25.389663,83.025083,collection_point,44,low,ZONE_04,10:00,18:00,2
LOC_002849,Bengaluru,13.242585,77.700036,retail_store,131,medium,ZONE_05,11:00,15:00,1
LOC_003078,Hyderabad,17.331303,78.52584,retail_store,11,high,ZONE_04,06:00,15:00,1
LOC_029541,Mangalore,13.039241,74.949984,customer,21,medium,ZONE_01,10:00,14:00,3
LOC_012236,Visakhapatnam,17.47826,83.143037,customer,63,high,ZONE_03,09:00,18:00,2
LOC_028724,Noida,28.354245,77.540271,retail_store,89,low,ZONE_01,10:00,19:00,2
LOC_024011,Madurai,9.693649,78.207046,customer,125,low,ZONE_05,11:00,16:00,3
LOC_011910,Nagpur,21.182746,79.261403,retail_store,59,low,ZONE_02,06:00,15:00,1
LOC_018868,Meerut,28.891591,77.872759,customer,57,medium,ZONE_05,06:00,10:00,2
LOC_020006,Varanasi,25.191236,83.178935,retail_store,31,medium,ZONE_05,07:00,14:00,2
LOC_009402,Surat,21.959585,73.09142,collection_point,9,medium,ZONE_01,08:00,14:00,1
LOC_027741,Moradabad,28.718236,78.821845,customer,126,high,ZONE_05,06:00,11:00,3
LOC_007800,Ahmedabad,22.589447,72.406451,customer,132,high,ZONE_05,08:00,12:00,1
LOC_002894,Bengaluru,12.940823,77.707248,retail_store,32,high,ZONE_04,10:00,17:00,1
LOC_010355,Lucknow,27.019342,81.204772,customer,131,high,ZONE_05,10:00,14:00,1
LOC_023451,Vijayawada,16.610054,80.570406,retail_store,135,medium,ZONE_01,11:00,17:00,3
LOC_015031,Vadodara,21.910887,73.225261,retail_store,4,medium,ZONE_02,07:00,15:00,2
LOC_031303,Shimla,31.101953,77.282157,retail_store,132,medium,ZONE_01,07:00,13:00,3
LOC_008863,Jaipur,26.79241,75.564441,customer,118,high,ZONE_03,10:00,19:00,1
LOC_030964,Jammu,32.686758,74.953993,customer,127,high,ZONE_04,06:00,13:00,3
LOC_007354,Ahmedabad,22.984828,72.990325,customer,84,high,ZONE_03,08:00,12:00,1
LOC_025214,Guwahati,26.074099,91.764646,distribution_center,135,medium,ZONE_04,11:00,18:00,3
LOC_021611,Allahabad,25.579812,81.827715,customer,89,low,ZONE_02,10:00,17:00,3
LOC_005202,Kolkata,22.59768,87.782929,retail_store,47,high,ZONE_01,07:00,12:00,1
LOC_031361,Shimla,30.924045,77.191746,customer,34,high,ZONE_04,11:00,15:00,3
LOC_024404,Raipur,21.399239,81.667187,retail_store,14,low,ZONE_05,08:00,15:00,3
LOC_003243,Hyderabad,17.030036,78.489055,warehouse,0,high,ZONE_04,11:00,19:00,1
LOC_009444,Surat,21.673687,72.922003,retail_store,110,medium,ZONE_01,06:00,15:00,1
LOC_015668,Ghaziabad,28.533573,77.244685,retail_store,45,low,ZONE_04,08:00,13:00,2
LOC_011593,Nagpur,21.031565,79.549191,distribution_center,53,medium,ZONE_04,07:00,13:00,1
LOC_012625,Indore,22.922909,76.207669,customer,10,low,ZONE_02,07:00,15:00,2
LOC_014463,Patna,25.677399,85.04742,collection_point,32,low,ZONE_04,07:00,15:00,2
LOC_020731,Aurangabad,20.092354,75.34449,retail_store,1,medium,ZONE_03,10:00,16:00,3
LOC_007398,Ahmedabad,23.089096,72.710509,retail_store,30,medium,ZONE_03,10:00,16:00,1
LOC_002684,Bengaluru,13.303964,77.596557,customer,89,low,ZONE_03,09:00,14:00,1
LOC_004476,Chennai,13.380253,80.54259,customer,146,high,ZONE_03,06:00,11:00,1
LOC_022366,Howrah,22.424126,88.093598,retail_store,96,high,ZONE_01,10:00,15:00,3
LOC_019599,Rajkot,22.17252,70.918691,customer,67,low,ZONE_03,08:00,13:00,2
LOC_014195,Bhopal,23.036695,77.434335,customer,106,low,ZONE_02,09:00,14:00,2
LOC_004848,Chennai,13.019307,80.608701,retail_store,106,medium,ZONE_05,11:00,20:00,1
LOC_004210,Chennai,12.987507,80.79572,customer,136,medium,ZONE_05,06:00,14:00,1
LOC_016203,Ludhiana,30.663283,76.064835,retail_store,103,medium,ZONE_03,07:00,14:00,2
LOC_027105,Aligarh,27.969546,77.97569,collection_point,24,medium,ZONE_01,08:00,12:00,3
LOC_012515,Visakhapatnam,17.971868,82.901525,retail_store,7,high,ZONE_04,10:00,18:00,2
LOC_019027,Meerut,28.913266,77.641423,customer,131,high,ZONE_02,10:00,15:00,2
LOC_028525,Noida,28.735661,77.016083,retail_store,63,low,ZONE_03,10:00,15:00,2
LOC_002799,Bengaluru,12.818129,77.523002,customer,43,medium,ZONE_01,08:00,12:00,1
LOC_028446,Noida,28.432251,77.618767,collection_point,48,medium,ZONE_03,08:00,17:00,2
LOC_029690,Mangalore,12.975639,74.887623,customer,36,high,ZONE_05,11:00,16:00,3
LOC_031364,Shimla,31.025053,77.017988,customer,51,medium,ZONE_01,09:00,17:00,3
LOC_005305,Kolkata,22.250077,88.939436,customer,43,low,ZONE_02,09:00,17:00,1
LOC_029394,Gurugram,28.520735,77.108411,retail_store,112,medium,ZONE_01,08:00,17:00,2
LOC_029012,Gurugram,28.386765,77.280726,customer,136,medium,ZONE_05,10:00,15:00,2
LOC_002465,Bengaluru,12.884151,77.55226,customer,35,medium,ZONE_05,09:00,13:00,1
LOC_003383,Hyderabad,17.134121,78.533921,retail_store,84,high,ZONE_05,08:00,13:00,1
LOC_016887,Agra,27.159917,77.870643,customer,70,medium,ZONE_05,08:00,14:00,2
LOC_011779,Nagpur,20.988172,79.070499,customer,22,medium,ZONE_03,06:00,10:00,1
LOC_023070,Jabalpur,23.37644,80.004045,retail_store,145,low,ZONE_01,10:00,14:00,3
LOC_013575,Thane,19.308192,73.170566,collection_point,4,medium,ZONE_03,08:00,13:00,2
LOC_021239,Dhanbad,23.857401,86.51957,customer,79,medium,ZONE_03,06:00,11:00,3
LOC_020251,Varanasi,25.332859,82.930139,customer,47,high,ZONE_01,07:00,15:00,2
LOC_014726,Patna,25.55165,85.189108,customer,73,medium,ZONE_01,09:00,18:00,2
LOC_013218,Thane,19.250802,73.064159,customer,35,low,ZONE_02,11:00,16:00,2
LOC_011015,Nagpur,21.086666,78.982945,retail_store,49,low,ZONE_02,09:00,16:00,1
LOC_018008,Faridabad,28.20841,77.273912,customer,145,low,ZONE_01,07:00,14:00,2
LOC_019937,Varanasi,25.185957,83.132399,customer,135,low,ZONE_02,07:00,11:00,2
LOC_001589,Delhi,28.450891,77.632958,customer,98,high,ZONE_01,09:00,16:00,1
LOC_008630,Jaipur,27.354541,75.699987,retail_store,135,high,ZONE_01,09:00,17:00,1
LOC_015845,Ghaziabad,28.560327,77.430091,customer,148,medium,ZONE_03,11:00,17:00,2
LOC_022049,Ranchi,23.34494,85.288513,retail_store,119,medium,ZONE_01,09:00,18:00,3
LOC_019996,Varanasi,25.426332,83.258326,customer,61,high,ZONE_04,11:00,17:00,2
LOC_010609,Lucknow,26.745067,80.936697,customer,123,high,ZONE_04,09:00,14:00,1
LOC_004081,Chennai,12.64562,79.745858,customer,92,medium,ZONE_01,10:00,17:00,1
LOC_024688,Kochi,9.980124,76.394503,distribution_center,4,medium,ZONE_05,07:00,15:00,3
LOC_023119,Gwalior,26.128248,78.252415,retail_store,123,medium,ZONE_03,07:00,12:00,3
LOC_028995,Gurugram,28.384644,77.080811,collection_point,69,low,ZONE_05,08:00,13:00,2
LOC_022715,Coimbatore,10.749184,77.178717,customer,95,low,ZONE_02,07:00,14:00,3
LOC_024546,Raipur,21.145817,81.689108,retail_store,19,medium,ZONE_02,09:00,14:00,3
LOC_007153,Ahmedabad,23.025422,72.514337,collection_point,41,low,ZONE_04,10:00,18:00,1
LOC_003691,Hyderabad,17.523952,78.6629,distribution_center,10,medium,ZONE_02,09:00,14:00,1
LOC_026883,Mysore,12.278998,76.884963,customer,82,low,ZONE_02,08:00,15:00,3
LOC_012586,Visakhapatnam,17.555049,83.584324,customer,115,low,ZONE_05,09:00,18:00,2
LOC_023650,Vijayawada,16.458778,80.889059,customer,143,medium,ZONE_01,06:00,11:00,3
LOC_020898,Aurangabad,19.747201,75.475323,customer,105,medium,ZONE_04,06:00,13:00,3
LOC_009688,Surat,21.101768,73.084928,retail_store,72,low,ZONE_05,07:00,12:00,1
LOC_007487,Ahmedabad,22.669504,72.495898,retail_store,78,low,ZONE_03,11:00,16:00,1
LOC_001044,Delhi,28.221843,77.405282,customer,13,low,ZONE_02,08:00,14:00,1
LOC_013341,Thane,19.14892,73.330702,customer,19,low,ZONE_05,10:00,19:00,2
LOC_004990,Chennai,12.995463,80.299015,customer,99,high,ZONE_02,06:00,15:00,1
LOC_018539,Faridabad,28.341115,77.33088,customer,87,medium,ZONE_01,11:00,16:00,2
LOC_004570,Chennai,13.423383,80.204647,customer,125,medium,ZONE_03,09:00,13:00,1
LOC_017589,Nashik,19.828088,73.890736,warehouse,0,low,ZONE_02,06:00,11:00,2
LOC_006907,Pune,18.087666,74.183052,customer,30,low,ZONE_04,11:00,17:00,1
LOC_007468,Ahmedabad,23.020116,72.872667,retail_store,110,medium,ZONE_05,07:00,14:00,1
LOC_004986,Chennai,13.336513,80.06583,customer,136,low,ZONE_04,09:00,13:00,1
LOC_007421,Ahmedabad,23.053635,72.572774,customer,134,low,ZONE_01,06:00,15:00,1
LOC_015643,Ghaziabad,28.642362,77.431448,customer,42,medium,ZONE_01,06:00,14:00,2
LOC_000346,Mumbai,19.251862,72.771856,distribution_center,28,medium,ZONE_04,10:00,16:00,1
LOC_028591,Noida,28.769072,77.230363,distribution_center,80,medium,ZONE_01,07:00,13:00,2
LOC_015498,Vadodara,22.363153,73.046181,retail_store,122,high,ZONE_01,11:00,18:00,2
LOC_023720,Jodhpur,26.24157,72.983523,customer,25,medium,ZONE_04,11:00,18:00,3
LOC_009858,Surat,21.323242,73.246371,collection_point,98,medium,ZONE_03,08:00,13:00,1
LOC_000097,Mumbai,18.938994,72.640687,distribution_center,75,low,ZONE_04,09:00,15:00,1
LOC_008317,Jaipur,26.725386,76.089247,customer,28,medium,ZONE_04,07:00,14:00,1
LOC_017947,Nashik,19.95591,73.726431,retail_store,57,medium,ZONE_03,06:00,10:00,2
LOC_023527,Vijayawada,16.363108,80.733835,customer,51,medium,ZONE_04,09:00,14:00,3
LOC_006249,Pune,18.386705,73.572737,collection_point,120,medium,ZONE_04,08:00,13:00,1
LOC_022267,Howrah,22.577435,88.324285,retail_store,71,medium,ZONE_03,08:00,17:00,3
LOC_023064,Jabalpur,23.104208,80.000383,customer,80,medium,ZONE_04,06:00,13:00,3
LOC_005097,Kolkata,22.678433,88.803728,retail_store,93,high,ZONE_05,06:00,12:00,1
LOC_014765,Patna,25.652649,85.251431,customer,142,low,ZONE_02,06:00,15:00,2
LOC_023671,Vijayawada,16.621157,80.715194,customer,2,medium,ZONE_01,07:00,13:00,3
LOC_007349,Ahmedabad,22.768892,72.188279,customer,33,medium,ZONE_03,10:00,19:00,1
LOC_001093,Delhi,28.529961,76.783019,customer,91,high,ZONE_04,08:00,14:00,1
LOC_030841,Dehradun,30.260682,78.061935,customer,85,medium,ZONE_03,09:00,16:00,3
LOC_024061,Madurai,10.106232,78.210491,collection_point,47,medium,ZONE_01,10:00,16:00,3
LOC_022417,Howrah,22.688822,88.20331,retail_store,92,medium,ZONE_04,09:00,13:00,3
LOC_020704,Aurangabad,19.897764,75.2774,customer,105,medium,ZONE_05,07:00,14:00,3
LOC_007654,Ahmedabad,22.825189,72.637447,customer,54,high,ZONE_02,08:00,13:00,1
LOC_030469,Kota,25.078957,75.857764,warehouse,0,high,ZONE_04,09:00,13:00,3
LOC_030388,Kota,25.263439,75.830781,retail_store,71,high,ZONE_05,10:00,16:00,3
LOC_002765,Bengaluru,13.027214,77.69495,customer,121,medium,ZONE_02,08:00,12:00,1
LOC_008923,Jaipur,27.18175,75.861109,customer,13,medium,ZONE_01,10:00,15:00,1
LOC_010095,Lucknow,26.780093,81.196181,customer,10,high,ZONE_01,08:00,16:00,1
LOC_023713,Jodhpur,26.226739,73.15574,customer,33,low,ZONE_02,11:00,17:00,3
LOC_003548,Hyderabad,17.298751,78.457321,customer,57,high,ZONE_01,06:00,10:00,1
LOC_028347,Noida,28.732641,77.517259,retail_store,46,medium,ZONE_03,11:00,16:00,2
LOC_002407,Bengaluru,12.808505,77.420534,retail_store,147,low,ZONE_04,08:00,17:00,1
LOC_008363,Jaipur,27.222322,75.661092,retail_store,142,high,ZONE_01,10:00,18:00,1
LOC_026557,Bareilly,28.350924,79.455425,customer,26,medium,ZONE_05,08:00,15:00,3
LOC_023230,Gwalior,26.328021,78.174204,retail_store,86,low,ZONE_01,08:00,12:00,3
LOC_025199,Chandigarh,30.681959,76.642179,customer,124,high,ZONE_04,07:00,15:00,3
LOC_028686,Noida,28.324478,77.293487,retail_store,147,medium,ZONE_04,09:00,15:00,2
LOC_001319,Delhi,28.841698,77.374945,retail_store,46,medium,ZONE_05,07:00,15:00,1
LOC_008452,Jaipur,26.170868,75.910662,customer,67,low,ZONE_01,11:00,19:00,1
LOC_018184,Faridabad,28.44346,77.318697,customer,125,low,ZONE_03,11:00,16:00,2
LOC_029253,Gurugram,28.547707,76.987342,customer,12,medium,ZONE_03,06:00,10:00,2
LOC_031438,Shimla,31.160301,77.02036,retail_store,34,low,ZONE_02,11:00,20:00,3
LOC_015309,Vadodara,22.359579,73.10341,retail_store,47,high,ZONE_03,11:00,15:00,2
LOC_028786,Noida,28.6491,77.403628,customer,35,medium,ZONE_03,06:00,10:00,2
LOC_020774,Aurangabad,19.925604,75.428727,customer,83,medium,ZONE_01,11:00,18:00,3
LOC_015585,Vadodara,22.162058,73.282072,customer,96,medium,ZONE_05,10:00,17:00,2
LOC_014238,Bhopal,23.06255,77.220762,retail_store,100,high,ZONE_05,07:00,12:00,2
LOC_005408,Kolkata,22.316597,88.264706,warehouse,0,medium,ZONE_01,09:00,16:00,1
LOC_029296,Gurugram,28.603087,76.974589,distribution_center,34,low,ZONE_02,09:00,15:00,2
LOC_010575,Lucknow,26.771818,80.71977,retail_store,136,low,ZONE_04,06:00,12:00,1
LOC_018485,Faridabad,28.402946,77.287086,customer,51,high,ZONE_03,11:00,19:00,2
LOC_026305,Tiruchirappalli,10.661386,78.664731,customer,140,medium,ZONE_04,10:00,17:00,3
LOC_031214,Shimla,31.170982,77.133002,customer,32,low,ZONE_01,07:00,15:00,3
LOC_028452,Noida,28.490309,77.367931,customer,44,medium,ZONE_03,09:00,14:00,2
LOC_016542,Ludhiana,30.94106,75.987729,retail_store,37,medium,ZONE_01,09:00,18:00,2
LOC_009754,Surat,21.267715,72.83873,customer,28,low,ZONE_04,07:00,12:00,1
LOC_004116,Chennai,13.279934,80.338853,retail_store,29,medium,ZONE_05,06:00,11:00,1
LOC_001457,Delhi,28.670531,76.88674,collection_point,85,medium,ZONE_03,10:00,14:00,1
LOC_030420,Kota,25.3251,75.834468,customer,136,medium,ZONE_02,10:00,14:00,3
LOC_001289,Delhi,28.951485,77.356838,retail_store,68,medium,ZONE_03,10:00,19:00,1
LOC_015497,Vadodara,22.398045,73.126871,customer,41,high,ZONE_04,11:00,20:00,2
LOC_007473,Ahmedabad,22.91008,71.863545,customer,75,medium,ZONE_01,09:00,17:00,1
LOC_018306,Faridabad,27.965946,77.272889,customer,122,medium,ZONE_01,09:00,15:00,2
LOC_007937,Ahmedabad,22.760724,72.515892,customer,147,high,ZONE_01,10:00,18:00,1
LOC_014106,Bhopal,23.124416,77.339433,customer,43,high,ZONE_01,06:00,11:00,2
LOC_026983,Mysore,12.195864,76.508156,customer,22,high,ZONE_05,06:00,14:00,3
LOC_004228,Chennai,13.467057,80.228055,retail_store,96,medium,ZONE_04,06:00,15:00,1
LOC_011995,Nagpur,21.048741,79.608858,customer,146,low,ZONE_01,06:00,12:00,1
LOC_002901,Bengaluru,12.624301,77.542052,retail_store,149,medium,ZONE_05,11:00,20:00,1
LOC_003474,Hyderabad,17.156325,78.199606,retail_store,122,high,ZONE_04,10:00,18:00,1
LOC_004680,Chennai,12.944094,80.449763,retail_store,28,low,ZONE_02,09:00,18:00,1
LOC_008562,Jaipur,27.050254,75.378313,retail_store,98,medium,ZONE_03,09:00,18:00,1
LOC_027973,Bhubaneswar,20.341777,86.0152,distribution_center,33,medium,ZONE_05,10:00,19:00,3
LOC_015133,Vadodara,22.153339,72.91735,customer,94,medium,ZONE_02,06:00,11:00,2
LOC_010323,Lucknow,26.939225,80.72355,warehouse,0,low,ZONE_01,11:00,16:00,1
LOC_030411,Kota,25.287675,75.841812,retail_store,118,medium,ZONE_01,07:00,11:00,3
LOC_005733,Kolkata,22.559831,88.484102,customer,79,low,ZONE_01,10:00,17:00,1
LOC_014971,Patna,25.472635,85.095068,customer,22,high,ZONE_02,08:00,15:00,2
LOC_026568,Bareilly,28.372228,79.575016,retail_store,57,low,ZONE_04,07:00,11:00,3
LOC_003663,Hyderabad,17.657568,78.484589,customer,27,low,ZONE_05,06:00,11:00,1
LOC_015096,Vadodara,22.061369,73.340389,customer,104,low,ZONE_01,11:00,18:00,2
LOC_008148,Jaipur,26.897281,75.637333,customer,104,low,ZONE_02,06:00,10:00,1
LOC_020524,Srinagar,33.942216,74.797876,customer,138,low,ZONE_02,09:00,16:00,3
LOC_012370,Visakhapatnam,17.63319,83.215284,collection_point,17,low,ZONE_02,06:00,14:00,2
LOC_004784,Chennai,12.659063,80.158601,retail_store,100,high,ZONE_03,09:00,17:00,1
LOC_008145,Jaipur,27.060763,75.723126,customer,127,medium,ZONE_04,10:00,15:00,1
LOC_022880,Jabalpur,23.182689,80.070058,customer,61,low,ZONE_02,10:00,14:00,3
LOC_001331,Delhi,28.446075,76.475627,collection_point,122,low,ZONE_01,10:00,14:00,1
LOC_008970,Jaipur,27.58132,75.785637,customer,73,medium,ZONE_02,11:00,17:00,1
LOC_019768,Rajkot,22.368567,70.938501,customer,82,medium,ZONE_01,06:00,10:00,2
LOC_008189,Jaipur,26.775577,75.964597,collection_point,19,low,ZONE_02,10:00,17:00,1
LOC_027654,Moradabad,28.793986,78.713947,customer,26,high,ZONE_03,09:00,17:00,3
LOC_005577,Kolkata,22.245282,88.172261,customer,124,low,ZONE_05,11:00,17:00,1
LOC_023112,Gwalior,26.176987,77.988685,retail_store,133,low,ZONE_03,10:00,18:00,3
LOC_022530,Coimbatore,11.07199,76.847873,customer,72,low,ZONE_03,06:00,12:00,3
LOC_023369,Gwalior,26.10894,78.346119,customer,88,high,ZONE_02,09:00,14:00,3
LOC_028876,Gurugram,28.455893,77.043803,customer,1,high,ZONE_03,07:00,13:00,2
LOC_000730,Mumbai,19.186359,72.759872,distribution_center,114,medium,ZONE_04,07:00,13:00,1
LOC_005158,Kolkata,22.145913,88.477281,warehouse,0,high,ZONE_05,07:00,15:00,1
LOC_016984,Agra,27.038212,78.174049,customer,99,medium,ZONE_02,10:00,14:00,2
LOC_017981,Nashik,19.985501,73.840345,retail_store,4,low,ZONE_04,09:00,18:00,2
LOC_008345,Jaipur,26.921002,75.637119,customer,91,low,ZONE_03,07:00,12:00,1
LOC_008822,Jaipur,27.008664,75.685467,collection_point,88,high,ZONE_03,06:00,11:00,1
LOC_003699,Hyderabad,17.309678,78.355705,collection_point,114,low,ZONE_01,07:00,15:00,1
LOC_014399,Bhopal,23.310354,77.246884,customer,92,low,ZONE_03,09:00,15:00,2
LOC_005916,Kolkata,22.703284,88.214149,warehouse,0,medium,ZONE_04,09:00,18:00,1
LOC_018970,Meerut,29.019093,77.798155,customer,86,medium,ZONE_05,08:00,16:00,2
LOC_030148,Udaipur,24.608179,73.578307,customer,5,medium,ZONE_03,07:00,12:00,3
LOC_013275,Thane,19.257934,72.833974,retail_store,2,low,ZONE_03,09:00,17:00,2
LOC_016581,Ludhiana,31.010659,75.534782,retail_store,121,low,ZONE_03,06:00,15:00,2
